"name","NumRecords","NumOuro","NumPrata","NumBronze","NumTaxons","NumSpecies","NumGenus","NumFamilies","NumLatao","NumNoMatch"
"APA CATOLÉ E FERNÃO VELHO",411,29,33,75,207,194,121,61,70,0
"APA MARITUBA DO PEIXE",140,28,10,30,90,86,67,45,22,0
"APA MURICÍ",4241,243,59,413,1286,1221,594,171,571,16
"APA PIAÇABUÇU",96,5,1,15,62,52,43,33,41,3
"APA PRATAGY",114,6,5,51,87,79,63,39,25,0
"APA SANTA RITA",836,116,45,157,387,374,249,106,69,4
"APA SERRA DA CAIÇARA",136,6,57,34,115,113,90,40,18,1
"EEC CURRAL DO MEIO",6,0,0,1,6,6,6,6,5,0
"EEC MURICI",4570,195,81,365,956,904,468,154,315,7
"RESEX MARINHA DA LAGOA DO JEQUIÁ",28,0,0,5,27,27,25,19,22,0
"RPPN ALDEIA VERDE",32,2,3,18,27,27,24,17,4,0
"RPPN BOA SORTE",1,0,0,1,1,1,1,1,0,0
"RPPN BOCA DO RIO",56,0,0,14,50,48,45,32,36,0
"RPPN CACHOEIRA",246,15,38,92,209,199,166,69,64,0
"RPPN CANADÁ",7,0,0,3,6,5,5,6,3,0
"RPPN ESTÂNCIA SÃO LUIZ",50,0,7,9,38,34,32,24,22,0
"RPPN ESTRELA DO SUL",33,2,0,11,30,30,28,22,17,0
"RPPN FAZENDA SÃO PEDRO",55,0,0,0,1,1,1,1,1,54
"RPPN GARABU",370,23,46,131,248,226,159,83,48,0
"RPPN JADER FERREIRA RAMOS",40,1,0,10,36,33,33,25,25,1
"RPPN LUIZ JOAQUIM BARBOSA",29,0,0,2,27,26,25,21,25,0
"RPPN LULA LOBO I",6,1,0,3,4,4,4,4,0,0
"RPPN MATA DA SÁLVIA",70,0,0,3,39,30,29,26,36,0
"RPPN MATA DO CEDRO",111,6,11,27,83,74,61,37,39,0
"RPPN OSVALDO TIMÓTEO",3,0,0,2,3,3,3,3,1,0
"RPPN PORTO ALEGRE",18,1,0,7,16,16,16,12,8,0
"RPPN RESERVA DA BARRA",15,0,0,1,12,12,12,11,11,0
"RPPN SANTA FÉ",183,3,0,89,134,127,104,53,42,1
"RPPN SÃO JOSÉ",32,0,0,3,23,22,21,15,20,0
"RPPN SERRA D'ÁGUA",202,22,17,70,149,143,119,64,40,1
"RPPN SOS CAATINGA",27,0,0,2,22,19,18,14,20,0
"RPPN TOCAIA",96,2,4,20,67,58,50,34,41,0
"RPPN VERA CRUZ",90,7,20,15,78,67,60,45,36,0
"RPPN VILA D'ÁGUA",11,1,0,2,10,10,10,9,7,0
